Name / Parking site 6,User Group,Entry / Start,Exit / Stop,Duration,Gross (amount paid),Fees,Net,Rate,Number Plate,Receipt,Reference,,,,,
2,,01/01/24 11:44,01/01/24 21:32,0.9.48,$22.00,,,,,3626164,,1/1/2024 11:44 AM,1/1/2024 9:32 PM,,,3626164
2,,01/01/24 11:47,01/01/24 13:52,0.2.4,$22.00,,,,,3626170,,1/1/2024 11:47 AM,1/1/2024 1:52 PM,,,3626170
2,,01/01/24 11:50,01/01/24 14:36,0.2.46,$22.00,,,,,3626176,,1/1/2024 11:50 AM,1/1/2024 2:36 PM,,,3626176
2,,01/01/24 11:53,01/01/24 17:23,0.5.29,$22.00,,,,,3626183,,1/1/2024 11:53 AM,1/1/2024 5:23 PM,,,3626183
2,,01/01/24 11:55,01/01/24 17:23,0.5.27,$22.00,,,,,3626184,,1/1/2024 11:55 AM,1/1/2024 5:23 PM,,,3626184
2,,01/01/24 11:56,01/01/24 15:20,0.3.24,$22.00,,,,,3626186,,1/1/2024 11:56 AM,1/1/2024 3:20 PM,,,3626186
2,,01/01/24 11:57,01/01/24 15:05,0.3.7,$22.00,,,,,3626188,,1/1/2024 11:57 AM,1/1/2024 3:05 PM,,,3626188
2,,01/01/24 11:59,01/01/24 15:03,0.3.4,$22.00,,,,,3626190,,1/1/2024 11:59 AM,1/1/2024 3:03 PM,,,3626190
2,,01/01/24 11:59,01/01/24 15:40,0.3.41,$22.00,,,,,3626192,,1/1/2024 11:59 AM,1/1/2024 3:40 PM,,,3626192
2,,01/01/24 12:02,01/01/24 14:44,0.2.42,$22.00,,,,,3626197,,1/1/2024 12:02 PM,1/1/2024 2:44 PM,,,3626197
2,,01/01/24 12:02,01/01/24 17:22,0.5.19,$22.00,,,,,3626198,,1/1/2024 12:02 PM,1/1/2024 5:22 PM,,,3626198
2,,01/01/24 12:03,01/01/24 14:02,0.1.58,$22.00,,,,,3626199,,1/1/2024 12:03 PM,1/1/2024 2:02 PM,,,3626199
2,,01/01/24 12:03,01/01/24 14:02,0.1.58,$22.00,,,,,3626200,,1/1/2024 12:03 PM,1/1/2024 2:02 PM,,,3626200
2,,01/01/24 12:07,01/01/24 14:38,0.2.30,$22.00,,,,,3626207,,1/1/2024 12:07 PM,1/1/2024 2:38 PM,,,3626207
2,,01/01/24 12:08,01/01/24 16:43,0.4.34,$22.00,,,,,3626208,,1/1/2024 12:08 PM,1/1/2024 4:43 PM,,,3626208
2,,01/01/24 12:10,01/01/24 15:31,0.3.21,$22.00,,,,,3626209,,1/1/2024 12:10 PM,1/1/2024 3:31 PM,,,3626209
2,,01/01/24 12:14,01/01/24 13:24,0.1.9,$22.00,,,,,3626219,,1/1/2024 12:14 PM,1/1/2024 1:24 PM,,,3626219
2,,01/01/24 12:22,01/01/24 17:15,0.4.52,$22.00,,,,,3626231,,1/1/2024 12:22 PM,1/1/2024 5:15 PM,,,3626231
2,,01/01/24 12:24,01/01/24 15:59,0.3.35,$22.00,,,,,3626235,,1/1/2024 12:24 PM,1/1/2024 3:59 PM,,,3626235
2,,01/01/24 12:24,01/01/24 14:30,0.2.6,$22.00,,,,,3626238,,1/1/2024 12:24 PM,1/1/2024 2:30 PM,,,3626238
2,,01/01/24 12:26,01/01/24 14:23,0.1.57,$22.00,,,,,3626243,,1/1/2024 12:26 PM,1/1/2024 2:23 PM,,,3626243
2,,01/01/24 12:26,01/01/24 16:41,0.4.14,$22.00,,,,,3626246,,1/1/2024 12:26 PM,1/1/2024 4:41 PM,,,3626246
2,,01/01/24 12:27,01/01/24 15:59,0.3.32,$22.00,,,,,3626247,,1/1/2024 12:27 PM,1/1/2024 3:59 PM,,,3626247
2,,01/01/24 12:29,01/01/24 13:27,0.0.57,$22.00,,,,,3626251,,1/1/2024 12:29 PM,1/1/2024 1:27 PM,,,3626251
2,,01/01/24 12:31,01/01/24 15:35,0.3.4,$22.00,,,,,3626257,,1/1/2024 12:31 PM,1/1/2024 3:35 PM,,,3626257
2,,01/01/24 12:32,01/01/24 15:57,0.3.25,$22.00,,,,,3626260,,1/1/2024 12:32 PM,1/1/2024 3:57 PM,,,3626260
2,,01/01/24 12:35,01/01/24 14:38,0.2.2,$22.00,,,,,3626270,,1/1/2024 12:35 PM,1/1/2024 2:38 PM,,,3626270
2,,01/01/24 12:36,01/01/24 16:03,0.3.27,$22.00,,,,,3626271,,1/1/2024 12:36 PM,1/1/2024 4:03 PM,,,3626271
2,,01/01/24 12:36,01/01/24 18:03,0.5.27,$22.00,,,,,3626272,,1/1/2024 12:36 PM,1/1/2024 6:03 PM,,,3626272
2,,01/01/24 12:37,01/01/24 12:39,0.0.1,$0.00,,,,,3626276,,1/1/2024 12:37 PM,1/1/2024 12:39 PM,,,3626276
2,,01/01/24 12:38,01/01/24 19:27,0.6.48,$22.00,,,,,3626278,,1/1/2024 12:38 PM,1/1/2024 7:27 PM,,,3626278
2,,01/01/24 12:40,01/01/24 16:04,0.3.24,$22.00,,,,,3626282,,1/1/2024 12:40 PM,1/1/2024 4:04 PM,,,3626282
2,,01/01/24 12:42,01/01/24 18:18,0.5.36,$22.00,,,,,3626285,,1/1/2024 12:42 PM,1/1/2024 6:18 PM,,,3626285
2,,01/01/24 12:44,01/01/24 15:41,0.2.57,$22.00,,,,,3626288,,1/1/2024 12:44 PM,1/1/2024 3:41 PM,,,3626288
2,,01/01/24 12:44,01/01/24 15:22,0.2.38,$22.00,,,,,3626289,,1/1/2024 12:44 PM,1/1/2024 3:22 PM,,,3626289
2,,01/01/24 12:44,01/01/24 15:25,0.2.40,$22.00,,,,,3626290,,1/1/2024 12:44 PM,1/1/2024 3:25 PM,,,3626290
2,,01/01/24 12:47,01/01/24 14:54,0.2.6,$22.00,,,,,3626299,,1/1/2024 12:47 PM,1/1/2024 2:54 PM,,,3626299
2,,01/01/24 12:48,01/01/24 15:22,0.2.34,$22.00,,,,,3626300,,1/1/2024 12:48 PM,1/1/2024 3:22 PM,,,3626300
2,,01/01/24 12:50,01/01/24 14:59,0.2.8,$22.00,,,,,3626306,,1/1/2024 12:50 PM,1/1/2024 2:59 PM,,,3626306
2,,01/01/24 12:51,01/01/24 15:10,0.2.19,$22.00,,,,,3626307,,1/1/2024 12:51 PM,1/1/2024 3:10 PM,,,3626307
2,,01/01/24 12:51,01/01/24 16:22,0.3.30,$22.00,,,,,3626308,,1/1/2024 12:51 PM,1/1/2024 4:22 PM,,,3626308
2,,01/01/24 12:52,01/01/24 15:20,0.2.28,$22.00,,,,,3626309,,1/1/2024 12:52 PM,1/1/2024 3:20 PM,,,3626309
2,,01/01/24 12:52,01/01/24 12:53,0.0.0,$0.00,,,,,3626311,,1/1/2024 12:52 PM,1/1/2024 12:53 PM,,,3626311
2,,01/01/24 12:53,01/01/24 15:46,0.2.53,$22.00,,,,,3626314,,1/1/2024 12:53 PM,1/1/2024 3:46 PM,,,3626314
2,,01/01/24 12:54,01/01/24 15:03,0.2.8,$22.00,,,,,3626317,,1/1/2024 12:54 PM,1/1/2024 3:03 PM,,,3626317
2,,01/01/24 12:55,01/01/24 15:41,0.2.45,$22.00,,,,,3626319,,1/1/2024 12:55 PM,1/1/2024 3:41 PM,,,3626319
2,,01/01/24 12:57,01/01/24 12:58,0.0.1,$0.00,,,,,3626324,,1/1/2024 12:57 PM,1/1/2024 12:58 PM,,,3626324
2,,01/01/24 12:59,01/01/24 16:35,0.3.36,$22.00,,,,,3626327,,1/1/2024 12:59 PM,1/1/2024 4:35 PM,,,3626327
2,,01/01/24 13:00,01/01/24 19:11,0.6.10,$22.00,,,,,3626329,,1/1/2024 1:00 PM,1/1/2024 7:11 PM,,,3626329
2,,01/01/24 13:01,01/01/24 16:31,0.3.30,$22.00,,,,,3626333,,1/1/2024 1:01 PM,1/1/2024 4:31 PM,,,3626333
2,,01/01/24 13:03,01/01/24 18:12,0.5.8,$22.00,,,,,3626343,,1/1/2024 1:03 PM,1/1/2024 6:12 PM,,,3626343
2,,01/01/24 13:05,01/01/24 17:29,0.4.23,$22.00,,,,,3626347,,1/1/2024 1:05 PM,1/1/2024 5:29 PM,,,3626347
2,,01/01/24 13:10,01/01/24 15:17,0.2.7,$22.00,,,,,3626358,,1/1/2024 1:10 PM,1/1/2024 3:17 PM,,,3626358
2,,01/01/24 13:12,01/01/24 18:23,0.5.11,$22.00,,,,,3626363,,1/1/2024 1:12 PM,1/1/2024 6:23 PM,,,3626363
2,,01/01/24 13:12,01/01/24 22:41,0.9.29,$22.00,,,,,3626364,,1/1/2024 1:12 PM,1/1/2024 10:41 PM,,,3626364
2,,01/01/24 13:16,01/01/24 15:26,0.2.9,$22.00,,,,,3626372,,1/1/2024 1:16 PM,1/1/2024 3:26 PM,,,3626372
2,,01/01/24 13:17,01/01/24 21:54,0.8.37,$22.00,,,,,3626373,,1/1/2024 1:17 PM,1/1/2024 9:54 PM,,,3626373
2,,01/01/24 13:20,01/01/24 15:15,0.1.54,$22.00,,,,,3626383,,1/1/2024 1:20 PM,1/1/2024 3:15 PM,,,3626383
2,,01/01/24 13:28,01/01/24 18:29,0.5.0,$22.00,,,,,3626394,,1/1/2024 1:28 PM,1/1/2024 6:29 PM,,,3626394
2,,01/01/24 13:30,01/01/24 17:52,0.4.22,$22.00,,,,,3626399,,1/1/2024 1:30 PM,1/1/2024 5:52 PM,,,3626399
2,,01/01/24 13:34,01/01/24 15:35,0.2.1,$22.00,,,,,3626405,,1/1/2024 1:34 PM,1/1/2024 3:35 PM,,,3626405
2,,01/01/24 13:39,01/01/24 18:04,0.4.24,$22.00,,,,,3626411,,1/1/2024 1:39 PM,1/1/2024 6:04 PM,,,3626411
2,,01/01/24 13:39,01/01/24 14:45,0.1.5,$22.00,,,,,3626412,,1/1/2024 1:39 PM,1/1/2024 2:45 PM,,,3626412
2,,01/01/24 13:43,01/01/24 17:10,0.3.26,$22.00,,,,,3626419,,1/1/2024 1:43 PM,1/1/2024 5:10 PM,,,3626419
2,,01/01/24 13:47,01/01/24 20:58,0.7.11,$22.00,,,,,3626430,,1/1/2024 1:47 PM,1/1/2024 8:58 PM,,,3626430
2,,01/01/24 13:47,01/01/24 19:38,0.5.50,$22.00,,,,,3626432,,1/1/2024 1:47 PM,1/1/2024 7:38 PM,,,3626432
2,,01/01/24 13:50,01/01/24 16:11,0.2.20,$22.00,,,,,3626437,,1/1/2024 1:50 PM,1/1/2024 4:11 PM,,,3626437
2,,01/01/24 13:52,01/01/24 18:25,0.4.32,$22.00,,,,,3626442,,1/1/2024 1:52 PM,1/1/2024 6:25 PM,,,3626442
2,,01/01/24 14:00,01/01/24 15:21,0.1.21,$22.00,,,,,3626462,,1/1/2024 2:00 PM,1/1/2024 3:21 PM,,,3626462
2,,01/01/24 14:00,01/01/24 17:33,0.3.32,$22.00,,,,,3626463,,1/1/2024 2:00 PM,1/1/2024 5:33 PM,,,3626463
2,,01/01/24 14:02,01/01/24 17:20,0.3.18,$22.00,,,,,3626467,,1/1/2024 2:02 PM,1/1/2024 5:20 PM,,,3626467
2,,01/01/24 14:04,01/01/24 17:56,0.3.52,$22.00,,,,,3626471,,1/1/2024 2:04 PM,1/1/2024 5:56 PM,,,3626471
2,,01/01/24 14:10,01/01/24 16:15,0.2.5,$22.00,,,,,3626478,,1/1/2024 2:10 PM,1/1/2024 4:15 PM,,,3626478
2,,01/01/24 14:10,01/01/24 17:17,0.3.6,$22.00,,,,,3626480,,1/1/2024 2:10 PM,1/1/2024 5:17 PM,,,3626480
2,,01/01/24 14:19,01/01/24 16:31,0.2.12,$22.00,,,,,3626497,,1/1/2024 2:19 PM,1/1/2024 4:31 PM,,,3626497
2,,01/01/24 14:22,01/01/24 17:28,0.3.5,$22.00,,,,,3626507,,1/1/2024 2:22 PM,1/1/2024 5:28 PM,,,3626507
2,,01/01/24 14:25,01/01/24 20:48,0.6.22,$22.00,,,,,3626511,,1/1/2024 2:25 PM,1/1/2024 8:48 PM,,,3626511
2,,01/01/24 14:26,01/01/24 19:50,0.5.23,$22.00,,,,,3626512,,1/1/2024 2:26 PM,1/1/2024 7:50 PM,,,3626512
2,,01/01/24 14:28,01/01/24 18:30,0.4.1,$22.00,,,,,3626514,,1/1/2024 2:28 PM,1/1/2024 6:30 PM,,,3626514
2,,01/01/24 14:28,01/01/24 23:21,0.8.53,$22.00,,,,,3626515,,1/1/2024 2:28 PM,1/1/2024 11:21 PM,,,3626515
2,,01/01/24 14:29,01/01/24 18:30,0.4.1,$22.00,,,,,3626516,,1/1/2024 2:29 PM,1/1/2024 6:30 PM,,,3626516
2,,01/01/24 14:29,01/01/24 18:05,0.3.35,$22.00,,,,,3626517,,1/1/2024 2:29 PM,1/1/2024 6:05 PM,,,3626517
2,,01/01/24 14:37,01/01/24 18:22,0.3.44,$22.00,,,,,3626526,,1/1/2024 2:37 PM,1/1/2024 6:22 PM,,,3626526
2,,01/01/24 14:43,01/01/24 18:35,0.3.52,$22.00,,,,,3626535,,1/1/2024 2:43 PM,1/1/2024 6:35 PM,,,3626535
2,,01/01/24 14:44,01/01/24 19:15,0.4.31,$22.00,,,,,3626536,,1/1/2024 2:44 PM,1/1/2024 7:15 PM,,,3626536
2,,01/01/24 14:49,01/01/24 17:42,0.2.52,$22.00,,,,,3626543,,1/1/2024 2:49 PM,1/1/2024 5:42 PM,,,3626543
2,,01/01/24 14:50,01/01/24 17:50,0.3.0,$22.00,,,,,3626544,,1/1/2024 2:50 PM,1/1/2024 5:50 PM,,,3626544
2,,01/01/24 14:50,01/01/24 17:28,0.2.38,$22.00,,,,,3626545,,1/1/2024 2:50 PM,1/1/2024 5:28 PM,,,3626545
2,,01/01/24 14:53,01/01/24 17:36,0.2.42,$22.00,,,,,3626557,,1/1/2024 2:53 PM,1/1/2024 5:36 PM,,,3626557
2,,01/01/24 15:02,01/01/24 22:30,0.7.28,$22.00,,,,,3626573,,1/1/2024 3:02 PM,1/1/2024 10:30 PM,,,3626573
2,,01/01/24 15:06,01/01/24 17:35,0.2.28,$22.00,,,,,3626577,,1/1/2024 3:06 PM,1/1/2024 5:35 PM,,,3626577
2,,01/01/24 15:07,01/01/24 18:03,0.2.55,$22.00,,,,,3626582,,1/1/2024 3:07 PM,1/1/2024 6:03 PM,,,3626582
2,,01/01/24 15:09,01/01/24 18:22,0.3.13,$22.00,,,,,3626590,,1/1/2024 3:09 PM,1/1/2024 6:22 PM,,,3626590
2,,01/01/24 15:09,01/01/24 18:22,0.3.13,$22.00,,,,,3626591,,1/1/2024 3:09 PM,1/1/2024 6:22 PM,,,3626591
2,,01/01/24 15:10,01/01/24 18:43,0.3.33,$22.00,,,,,3626592,,1/1/2024 3:10 PM,1/1/2024 6:43 PM,,,3626592
2,,01/01/24 15:10,01/01/24 16:28,0.1.17,$22.00,,,,,3626595,,1/1/2024 3:10 PM,1/1/2024 4:28 PM,,,3626595
2,,01/01/24 15:12,01/01/24 16:44,0.1.32,$22.00,,,,,3626600,,1/1/2024 3:12 PM,1/1/2024 4:44 PM,,,3626600
2,,01/01/24 15:16,01/01/24 20:24,0.5.7,$22.00,,,,,3626610,,1/1/2024 3:16 PM,1/1/2024 8:24 PM,,,3626610
2,,01/01/24 15:16,01/01/24 20:20,0.5.4,$22.00,,,,,3626611,,1/1/2024 3:16 PM,1/1/2024 8:20 PM,,,3626611
2,,01/01/24 15:24,01/01/24 21:07,0.5.43,$22.00,,,,,3626622,,1/1/2024 3:24 PM,1/1/2024 9:07 PM,,,3626622
2,,01/01/24 15:30,01/01/24 17:26,0.1.56,$22.00,,,,,3626635,,1/1/2024 3:30 PM,1/1/2024 5:26 PM,,,3626635
2,,01/01/24 15:31,01/01/24 20:34,0.5.2,$22.00,,,,,3626640,,1/1/2024 3:31 PM,1/1/2024 8:34 PM,,,3626640
2,,01/01/24 15:47,01/01/24 19:15,0.3.27,$22.00,,,,,3626677,,1/1/2024 3:47 PM,1/1/2024 7:15 PM,,,3626677
2,,01/01/24 15:48,01/01/24 21:35,0.5.46,$22.00,,,,,3626679,,1/1/2024 3:48 PM,1/1/2024 9:35 PM,,,3626679
2,,01/01/24 15:55,01/01/24 17:56,0.2.0,$22.00,,,,,3626692,,1/1/2024 3:55 PM,1/1/2024 5:56 PM,,,3626692
2,,01/01/24 15:58,01/01/24 16:38,0.0.40,$22.00,,,,,3626699,,1/1/2024 3:58 PM,1/1/2024 4:38 PM,,,3626699
2,,01/01/24 15:59,01/01/24 17:20,0.1.20,$22.00,,,,,3626701,,1/1/2024 3:59 PM,1/1/2024 5:20 PM,,,3626701
2,,01/01/24 16:02,01/01/24 21:00,0.4.57,$22.00,,,,,3626708,,1/1/2024 4:02 PM,1/1/2024 9:00 PM,,,3626708
2,,01/01/24 16:02,01/01/24 19:27,0.3.24,$22.00,,,,,3626709,,1/1/2024 4:02 PM,1/1/2024 7:27 PM,,,3626709
2,,01/01/24 16:06,01/01/24 16:07,0.0.0,$0.00,,,,,3626713,,1/1/2024 4:06 PM,1/1/2024 4:07 PM,,,3626713
2,,01/01/24 16:15,01/01/24 17:17,0.1.2,$22.00,,,,,3626725,,1/1/2024 4:15 PM,1/1/2024 5:17 PM,,,3626725
2,,01/01/24 16:15,01/01/24 17:33,0.1.18,$22.00,,,,,3626726,,1/1/2024 4:15 PM,1/1/2024 5:33 PM,,,3626726
2,,01/01/24 16:26,01/01/24 20:58,0.4.32,$22.00,,,,,3626755,,1/1/2024 4:26 PM,1/1/2024 8:58 PM,,,3626755
2,,01/01/24 16:42,01/01/24 17:49,0.1.7,$22.00,,,,,3626782,,1/1/2024 4:42 PM,1/1/2024 5:49 PM,,,3626782
2,,01/01/24 16:52,01/01/24 18:57,0.2.4,$22.00,,,,,3626798,,1/1/2024 4:52 PM,1/1/2024 6:57 PM,,,3626798
2,,01/01/24 16:54,01/01/24 20:29,0.3.35,$22.00,,,,,3626800,,1/1/2024 4:54 PM,1/1/2024 8:29 PM,,,3626800
2,,01/01/24 17:04,01/01/24 20:15,0.3.11,$22.00,,,,,3626815,,1/1/2024 5:04 PM,1/1/2024 8:15 PM,,,3626815
2,,01/01/24 17:18,01/01/24 21:06,0.3.47,$22.00,,,,,3626835,,1/1/2024 5:18 PM,1/1/2024 9:06 PM,,,3626835
2,,01/01/24 17:20,01/01/24 21:02,0.3.41,$22.00,,,,,3626839,,1/1/2024 5:20 PM,1/1/2024 9:02 PM,,,3626839
2,,01/01/24 17:32,01/01/24 19:14,0.1.41,$22.00,,,,,3626861,,1/1/2024 5:32 PM,1/1/2024 7:14 PM,,,3626861
2,,01/01/24 17:40,01/01/24 21:29,0.3.48,$22.00,,,,,3626874,,1/1/2024 5:40 PM,1/1/2024 9:29 PM,,,3626874
2,,01/01/24 17:47,01/01/24 20:21,0.2.33,$22.00,,,,,3626887,,1/1/2024 5:47 PM,1/1/2024 8:21 PM,,,3626887
2,,01/01/24 17:57,01/01/24 20:59,0.3.1,$22.00,,,,,3626901,,1/1/2024 5:57 PM,1/1/2024 8:59 PM,,,3626901
2,,01/01/24 18:07,01/01/24 20:47,0.2.40,$22.00,,,,,3626924,,1/1/2024 6:07 PM,1/1/2024 8:47 PM,,,3626924
2,,01/01/24 18:11,01/01/24 20:50,0.2.38,$22.00,,,,,3626931,,1/1/2024 6:11 PM,1/1/2024 8:50 PM,,,3626931
2,,01/01/24 18:14,01/01/24 20:06,0.1.51,$22.00,,,,,3626932,,1/1/2024 6:14 PM,1/1/2024 8:06 PM,,,3626932
2,,01/01/24 18:20,01/01/24 23:25,0.5.5,$22.00,,,,,3626945,,1/1/2024 6:20 PM,1/1/2024 11:25 PM,,,3626945
2,,01/01/24 18:21,01/01/24 20:40,0.2.18,$22.00,,,,,3626949,,1/1/2024 6:21 PM,1/1/2024 8:40 PM,,,3626949
2,,01/01/24 18:23,01/01/24 19:52,0.1.29,$22.00,,,,,3626953,,1/1/2024 6:23 PM,1/1/2024 7:52 PM,,,3626953
2,,01/01/24 18:28,01/01/24 23:21,0.4.53,$22.00,,,,,3626960,,1/1/2024 6:28 PM,1/1/2024 11:21 PM,,,3626960
2,,01/01/24 18:32,01/01/24 20:45,0.2.13,$22.00,,,,,3626963,,1/1/2024 6:32 PM,1/1/2024 8:45 PM,,,3626963
2,,01/01/24 18:35,01/01/24 20:58,0.2.23,$22.00,,,,,3626970,,1/1/2024 6:35 PM,1/1/2024 8:58 PM,,,3626970
2,,01/01/24 18:38,01/01/24 21:17,0.2.39,$22.00,,,,,3626974,,1/1/2024 6:38 PM,1/1/2024 9:17 PM,,,3626974
2,,01/01/24 18:49,01/01/24 22:52,0.4.3,$22.00,,,,,3626985,,1/1/2024 6:49 PM,1/1/2024 10:52 PM,,,3626985
2,,01/01/24 19:08,01/01/24 22:01,0.2.52,$22.00,,,,,3627016,,1/1/2024 7:08 PM,1/1/2024 10:01 PM,,,3627016
2,,01/01/24 19:08,01/01/24 19:22,0.0.14,$0.00,,,,,3627017,,1/1/2024 7:08 PM,1/1/2024 7:22 PM,,,3627017
2,,01/01/24 19:13,01/01/24 19:50,0.0.37,$22.00,,,,,3627022,,1/1/2024 7:13 PM,1/1/2024 7:50 PM,,,3627022
2,,01/01/24 19:18,01/01/24 23:31,0.4.12,$22.00,,,,,3627028,,1/1/2024 7:18 PM,1/1/2024 11:31 PM,,,3627028
2,,01/01/24 19:20,01/01/24 21:57,0.2.36,$22.00,,,,,3627033,,1/1/2024 7:20 PM,1/1/2024 9:57 PM,,,3627033
2,,01/01/24 19:24,01/01/24 21:14,0.1.50,$22.00,,,,,3627037,,1/1/2024 7:24 PM,1/1/2024 9:14 PM,,,3627037
2,,01/01/24 19:35,01/01/24 23:38,0.4.3,$22.00,,,,,3627058,,1/1/2024 7:35 PM,1/1/2024 11:38 PM,,,3627058
2,,01/01/24 19:37,01/01/24 23:38,0.4.1,$22.00,,,,,3627065,,1/1/2024 7:37 PM,1/1/2024 11:38 PM,,,3627065
2,,01/01/24 19:49,01/01/24 21:47,0.1.57,$22.00,,,,,3627077,,1/1/2024 7:49 PM,1/1/2024 9:47 PM,,,3627077
2,,01/01/24 19:54,01/01/24 20:05,0.0.11,$0.00,,,,,3627087,,1/1/2024 7:54 PM,1/1/2024 8:05 PM,,,3627087
2,,01/01/24 20:01,01/01/24 22:27,0.2.26,$22.00,,,,,3627092,,1/1/2024 8:01 PM,1/1/2024 10:27 PM,,,3627092
2,,01/01/24 20:01,01/01/24 22:30,0.2.28,$22.00,,,,,3627094,,1/1/2024 8:01 PM,1/1/2024 10:30 PM,,,3627094
2,,01/01/24 20:21,01/01/24 23:51,0.3.30,$22.00,,,,,3627114,,1/1/2024 8:21 PM,1/1/2024 11:51 PM,,,3627114
2,,01/01/24 20:28,01/01/24 22:52,0.2.23,$22.00,,,,,3627118,,1/1/2024 8:28 PM,1/1/2024 10:52 PM,,,3627118
2,,01/01/24 20:55,01/01/24 23:31,0.2.36,$22.00,,,,,3627150,,1/1/2024 8:55 PM,1/1/2024 11:31 PM,,,3627150
2,,01/01/24 21:12,01/01/24 23:34,0.2.22,$22.00,,,,,3627163,,1/1/2024 9:12 PM,1/1/2024 11:34 PM,,,3627163
2,,01/01/24 21:13,01/01/24 22:42,0.1.29,$22.00,,,,,3627164,,1/1/2024 9:13 PM,1/1/2024 10:42 PM,,,3627164
3,,29/12/23 12:12,01/01/24 08:18,2.20.6,$46.00,,,,,3620168,,12/29/2023 12:12 PM,1/1/2024 8:18 AM,,3620168,
3,,30/12/23 07:31,01/01/24 17:20,2.9.48,$27.00,,,,,3621687,,12/30/2023 7:31 AM,1/1/2024 5:20 PM,,3621687,
3,,30/12/23 10:41,01/01/24 08:00,1.21.19,$27.00,,,,,3621972,,12/30/2023 10:41 AM,1/1/2024 8:00 AM,,3621972,
3,,30/12/23 13:01,01/01/24 09:49,1.20.48,$27.00,,,,,3622444,,12/30/2023 1:01 PM,1/1/2024 9:49 AM,,3622444,
3,,30/12/23 15:03,01/01/24 10:42,1.19.39,$27.00,,,,,3622740,,12/30/2023 3:03 PM,1/1/2024 10:42 AM,,3622740,
3,,31/12/23 11:19,01/01/24 00:08,0.12.49,$9.00,,,,,3624257,,12/31/2023 11:19 AM,1/1/2024 12:08 AM,,3624257,
3,,31/12/23 11:19,01/01/24 00:08,0.12.49,$9.00,,,,,3624257,,12/31/2023 11:19 AM,1/1/2024 12:08 AM,,3624257,
3,,31/12/23 11:33,01/01/24 07:46,0.20.12,$18.00,,,,,3624285,,12/31/2023 11:33 AM,1/1/2024 7:46 AM,,3624285,
3,,31/12/23 12:11,01/01/24 09:17,0.21.5,$18.00,,,,,3624352,,12/31/2023 12:11 PM,1/1/2024 9:17 AM,,3624352,
3,,31/12/23 13:38,01/01/24 10:13,0.20.35,$18.00,,,,,3624512,,12/31/2023 1:38 PM,1/1/2024 10:13 AM,,3624512,
3,,31/12/23 14:00,01/01/24 12:50,0.22.49,$18.00,,,,,3624569,,12/31/2023 2:00 PM,1/1/2024 12:50 PM,,3624569,
3,,31/12/23 14:21,01/01/24 09:16,0.18.55,$18.00,,,,,3624618,,12/31/2023 2:21 PM,1/1/2024 9:16 AM,,3624618,
3,,31/12/23 14:42,01/01/24 11:43,0.21.0,$18.00,,,,,3624669,,12/31/2023 2:42 PM,1/1/2024 11:43 AM,,3624669,
3,,31/12/23 15:11,01/01/24 19:13,1.4.2,$0.00,,,,,3624744,,12/31/2023 3:11 PM,1/1/2024 7:13 PM,,3624744,
3,,31/12/23 16:35,01/01/24 14:17,0.21.41,$18.00,,,,,3624952,,12/31/2023 4:35 PM,1/1/2024 2:17 PM,,3624952,
3,,31/12/23 16:46,01/01/24 10:04,0.17.17,$18.00,,,,,3624984,,12/31/2023 4:46 PM,1/1/2024 10:04 AM,,3624984,
3,,31/12/23 17:17,01/01/24 10:15,0.16.57,$0.00,,,,,3625075,,12/31/2023 5:17 PM,1/1/2024 10:15 AM,,3625075,
3,,31/12/23 19:27,01/01/24 12:12,0.16.45,$18.00,,,,,3625400,,12/31/2023 7:27 PM,1/1/2024 12:12 PM,,3625400,
3,,01/01/24 08:52,01/01/24 11:38,0.2.46,$9.00,,,,,3625988,,1/1/2024 8:52 AM,1/1/2024 11:38 AM,,3625988,
3,,01/01/24 09:48,01/01/24 12:03,0.2.14,$9.00,,,,,3626019,,1/1/2024 9:48 AM,1/1/2024 12:03 PM,,3626019,
3,,01/01/24 10:31,01/01/24 11:05,0.0.34,$9.00,,,,,3626059,,1/1/2024 10:31 AM,1/1/2024 11:05 AM,,3626059,
3,,01/01/24 11:30,01/01/24 14:16,0.2.46,$9.00,,,,,3626137,,1/1/2024 11:30 AM,1/1/2024 2:16 PM,,3626137,
3,,01/01/24 11:33,01/01/24 13:22,0.1.48,$9.00,,,,,3626143,,1/1/2024 11:33 AM,1/1/2024 1:22 PM,,3626143,
3,,01/01/24 12:38,01/01/24 13:46,0.1.7,$9.00,,,,,3626279,,1/1/2024 12:38 PM,1/1/2024 1:46 PM,,3626279,
3,,01/01/24 13:41,01/01/24 13:49,0.0.8,$0.00,,,,,3626414,,1/1/2024 1:41 PM,1/1/2024 1:49 PM,,3626414,
3,,01/01/24 13:56,01/01/24 13:58,0.0.1,$0.00,,,,,3626451,,1/1/2024 1:56 PM,1/1/2024 1:58 PM,,3626451,
3,,01/01/24 15:18,01/01/24 16:16,0.0.57,$9.00,,,,,3626615,,1/1/2024 3:18 PM,1/1/2024 4:16 PM,,3626615,
3,,01/01/24 16:31,01/01/24 18:07,0.1.36,$0.00,,,,,3626762,,1/1/2024 4:31 PM,1/1/2024 6:07 PM,,3626762,
3,,01/01/24 17:24,01/01/24 18:32,0.1.7,$0.00,,,,,3626848,,1/1/2024 5:24 PM,1/1/2024 6:32 PM,,3626848,
