Name / Parking site 6,User Group,Entry / Start,Exit / Stop,Duration,Gross (amount paid),Fees,Net,Rate,Number Plate,Receipt,Reference,,,,,
3,,01/01/24 19:08,01/01/24 19:12,0.0.4,$0.00,,,,,3627015,,1/1/2024 7:08 PM,1/1/2024 7:12 PM,,3627015,
4,,29/12/23 14:53,01/01/24 10:40,2.19.47,$90.00,,,,,3620564,,12/29/2023 2:53 PM,1/1/2024 10:40 AM,,3620564,
4,,29/12/23 15:25,01/01/24 10:52,2.19.27,$180.00,,,,,3620650,,12/29/2023 3:25 PM,1/1/2024 10:52 AM,,3620650,
4,,29/12/23 16:23,01/01/24 10:39,2.18.16,$75.00,,,,,3620788,,12/29/2023 4:23 PM,1/1/2024 10:39 AM,,3620788,
4,,30/12/23 10:41,01/01/24 17:18,2.6.37,$60.00,,,,,3621969,,12/30/2023 10:41 AM,1/1/2024 5:18 PM,,3621969,
4,,30/12/23 17:05,01/01/24 11:15,1.18.10,$60.00,,,,,3623074,,12/30/2023 5:05 PM,1/1/2024 11:15 AM,,3623074,
4,,30/12/23 18:56,01/01/24 19:03,2.0.6,$135.00,,,,,3623419,,12/30/2023 6:56 PM,1/1/2024 7:03 PM,,3623419,
4,,30/12/23 19:10,01/01/24 19:03,1.23.53,$135.00,,,,,3623468,,12/30/2023 7:10 PM,1/1/2024 7:03 PM,,3623468,
4,,30/12/23 19:12,01/01/24 12:37,1.17.25,$60.00,,,,,3623474,,12/30/2023 7:12 PM,1/1/2024 12:37 PM,,3623474,
4,,30/12/23 19:35,01/01/24 11:38,1.16.3,$60.00,,,,,3623546,,12/30/2023 7:35 PM,1/1/2024 11:38 AM,,3623546,
4,,30/12/23 19:45,01/01/24 17:31,1.21.46,$60.00,,,,,3623573,,12/30/2023 7:45 PM,1/1/2024 5:31 PM,,3623573,
4,,30/12/23 20:27,01/01/24 14:24,1.17.57,$60.00,,,,,3623671,,12/30/2023 8:27 PM,1/1/2024 2:24 PM,,3623671,
4,,30/12/23 23:29,01/01/24 11:41,1.12.11,$225.00,,,,,3623921,,12/30/2023 11:29 PM,1/1/2024 11:41 AM,,3623921,
4,,31/12/23 08:12,01/01/24 02:10,0.17.58,$20.00,,,,,3624047,,12/31/2023 8:12 AM,1/1/2024 2:10 AM,,3624047,
4,,31/12/23 09:54,01/01/24 00:46,0.14.51,$20.00,,,,,3624146,,12/31/2023 9:54 AM,1/1/2024 12:46 AM,,3624146,
4,,31/12/23 12:16,01/01/24 01:15,0.12.58,$20.00,,,,,3624363,,12/31/2023 12:16 PM,1/1/2024 1:15 AM,,3624363,
4,,31/12/23 12:18,01/01/24 12:34,1.0.16,$40.00,,,,,3624367,,12/31/2023 12:18 PM,1/1/2024 12:34 PM,,3624367,
4,,31/12/23 13:19,01/01/24 08:42,0.19.22,$40.00,,,,,3624476,,12/31/2023 1:19 PM,1/1/2024 8:42 AM,,3624476,
4,,31/12/23 13:30,01/01/24 11:14,0.21.43,$40.00,,,,,3624497,,12/31/2023 1:30 PM,1/1/2024 11:14 AM,,3624497,
4,,31/12/23 13:40,01/01/24 12:56,0.23.16,$40.00,,,,,3624517,,12/31/2023 1:40 PM,1/1/2024 12:56 PM,,3624517,
4,,31/12/23 14:00,01/01/24 02:04,0.12.3,$20.00,,,,,3624570,,12/31/2023 2:00 PM,1/1/2024 2:04 AM,,3624570,
4,,31/12/23 14:11,01/01/24 12:53,0.22.42,$40.00,,,,,3624595,,12/31/2023 2:11 PM,1/1/2024 12:53 PM,,3624595,
4,,31/12/23 14:22,01/01/24 12:29,0.22.7,$40.00,,,,,3624623,,12/31/2023 2:22 PM,1/1/2024 12:29 PM,,3624623,
4,,31/12/23 14:44,01/01/24 12:51,0.22.6,$40.00,,,,,3624673,,12/31/2023 2:44 PM,1/1/2024 12:51 PM,,3624673,
4,,31/12/23 14:51,01/01/24 12:04,0.21.13,$40.00,,,,,3624696,,12/31/2023 2:51 PM,1/1/2024 12:04 PM,,3624696,
4,,31/12/23 14:52,01/01/24 12:33,0.21.41,$40.00,,,,,3624697,,12/31/2023 2:52 PM,1/1/2024 12:33 PM,,3624697,
4,,31/12/23 14:58,01/01/24 14:06,0.23.7,$40.00,,,,,3624713,,12/31/2023 2:58 PM,1/1/2024 2:06 PM,,3624713,
4,,31/12/23 15:12,01/01/24 00:55,0.9.42,$20.00,,,,,3624745,,12/31/2023 3:12 PM,1/1/2024 12:55 AM,,3624745,
4,,31/12/23 15:37,01/01/24 10:42,0.19.5,$40.00,,,,,3624805,,12/31/2023 3:37 PM,1/1/2024 10:42 AM,,3624805,
4,,31/12/23 15:53,01/01/24 02:52,0.10.59,$20.00,,,,,3624852,,12/31/2023 3:53 PM,1/1/2024 2:52 AM,,3624852,
4,,31/12/23 15:57,01/01/24 11:17,0.19.20,$40.00,,,,,3624865,,12/31/2023 3:57 PM,1/1/2024 11:17 AM,,3624865,
4,,31/12/23 16:19,01/01/24 01:39,0.9.20,$20.00,,,,,3624908,,12/31/2023 4:19 PM,1/1/2024 1:39 AM,,3624908,
4,,31/12/23 16:55,01/01/24 01:26,0.8.30,$20.00,,,,,3625009,,12/31/2023 4:55 PM,1/1/2024 1:26 AM,,3625009,
4,,31/12/23 17:02,01/01/24 01:06,0.8.3,$20.00,,,,,3625026,,12/31/2023 5:02 PM,1/1/2024 1:06 AM,,3625026,
4,,31/12/23 17:29,01/01/24 02:54,0.9.24,$20.00,,,,,3625106,,12/31/2023 5:29 PM,1/1/2024 2:54 AM,,3625106,
4,,31/12/23 17:36,01/01/24 03:33,0.9.56,$20.00,,,,,3625124,,12/31/2023 5:36 PM,1/1/2024 3:33 AM,,3625124,
4,,31/12/23 17:39,01/01/24 10:13,0.16.33,$40.00,,,,,3625131,,12/31/2023 5:39 PM,1/1/2024 10:13 AM,,3625131,
4,,31/12/23 17:44,01/01/24 10:47,0.17.2,$40.00,,,,,3625143,,12/31/2023 5:44 PM,1/1/2024 10:47 AM,,3625143,
4,,01/01/24 03:37,01/01/24 10:00,0.6.22,$40.00,,,,,3625911,,1/1/2024 3:37 AM,1/1/2024 10:00 AM,,3625911,
4,,01/01/24 08:12,01/01/24 11:28,0.3.15,$20.00,,,,,3625968,,1/1/2024 8:12 AM,1/1/2024 11:28 AM,,3625968,
4,,01/01/24 10:43,01/01/24 14:06,0.3.23,$20.00,,,,,3626074,,1/1/2024 10:43 AM,1/1/2024 2:06 PM,,3626074,
4,,01/01/24 11:35,01/01/24 18:16,0.6.41,$20.00,,,,,3626147,,1/1/2024 11:35 AM,1/1/2024 6:16 PM,,3626147,
4,,01/01/24 11:39,01/01/24 18:11,0.6.31,$20.00,,,,,3626153,,1/1/2024 11:39 AM,1/1/2024 6:11 PM,,3626153,
4,,01/01/24 13:07,01/01/24 22:13,0.9.6,$20.00,,,,,3626351,,1/1/2024 1:07 PM,1/1/2024 10:13 PM,,3626351,
4,,01/01/24 13:20,01/01/24 18:21,0.5.0,$20.00,,,,,3626381,,1/1/2024 1:20 PM,1/1/2024 6:21 PM,,3626381,
4,,01/01/24 13:56,01/01/24 17:18,0.3.22,$20.00,,,,,3626450,,1/1/2024 1:56 PM,1/1/2024 5:18 PM,,3626450,
4,,01/01/24 14:36,01/01/24 15:30,0.0.53,$20.00,,,,,3626524,,1/1/2024 2:36 PM,1/1/2024 3:30 PM,,3626524,
4,,01/01/24 15:10,01/01/24 17:28,0.2.18,$20.00,,,,,3626594,,1/1/2024 3:10 PM,1/1/2024 5:28 PM,,3626594,
4,,01/01/24 15:14,01/01/24 23:33,0.8.19,$0.00,,,,,3626604,,1/1/2024 3:14 PM,1/1/2024 11:33 PM,,3626604,
4,,01/01/24 15:40,01/01/24 21:32,0.5.51,$20.00,,,,,3626658,,1/1/2024 3:40 PM,1/1/2024 9:32 PM,,3626658,
4,,01/01/24 15:46,01/01/24 15:47,0.0.0,$0.00,,,,,3626674,,1/1/2024 3:46 PM,1/1/2024 3:47 PM,,3626674,
4,,01/01/24 16:46,01/01/24 18:02,0.1.15,$20.00,,,,,3626787,,1/1/2024 4:46 PM,1/1/2024 6:02 PM,,3626787,
4,,01/01/24 17:07,01/01/24 23:19,0.6.12,$0.00,,,,,3626819,,1/1/2024 5:07 PM,1/1/2024 11:19 PM,,3626819,
4,,01/01/24 17:12,01/01/24 17:13,0.0.1,$0.00,,,,,3626828,,1/1/2024 5:12 PM,1/1/2024 5:13 PM,,3626828,
4,,01/01/24 17:21,01/01/24 21:17,0.3.55,$20.00,,,,,3626845,,1/1/2024 5:21 PM,1/1/2024 9:17 PM,,3626845,
4,,01/01/24 18:15,01/01/24 20:57,0.2.41,$20.00,,,,,3626936,,1/1/2024 6:15 PM,1/1/2024 8:57 PM,,3626936,
4,,01/01/24 19:19,01/01/24 21:09,0.1.49,$20.00,,,,,3627030,,1/1/2024 7:19 PM,1/1/2024 9:09 PM,,3627030,
5,,30/12/23 12:11,01/01/24 12:21,2.0.9,$96.00,,,,,3622279,,12/30/2023 12:11 PM,1/1/2024 12:21 PM,,3622279,
5,,30/12/23 15:46,01/01/24 14:14,1.22.28,$0.00,,,,,3622869,,12/30/2023 3:46 PM,1/1/2024 2:14 PM,,3622869,
5,,30/12/23 16:07,01/01/24 10:57,1.18.49,$0.00,,,,,3622918,,12/30/2023 4:07 PM,1/1/2024 10:57 AM,,3622918,
5,,30/12/23 21:59,01/01/24 13:50,1.15.50,$96.00,,,,,3623822,,12/30/2023 9:59 PM,1/1/2024 1:50 PM,,3623822,
5,,31/12/23 13:17,01/01/24 09:33,0.20.15,$0.00,,,,,3624470,,12/31/2023 1:17 PM,1/1/2024 9:33 AM,,3624470,
5,,31/12/23 13:17,01/01/24 09:33,0.20.15,$0.00,,,,,3624470,,12/31/2023 1:17 PM,1/1/2024 9:33 AM,,3624470,
5,,31/12/23 13:56,01/01/24 10:43,0.20.47,$0.00,,,,,3624557,,12/31/2023 1:56 PM,1/1/2024 10:43 AM,,3624557,
5,,31/12/23 14:11,01/01/24 11:10,0.20.59,$64.00,,,,,3624596,,12/31/2023 2:11 PM,1/1/2024 11:10 AM,,3624596,
5,,31/12/23 14:40,01/01/24 09:48,0.19.7,$0.00,,,,,3624661,,12/31/2023 2:40 PM,1/1/2024 9:48 AM,,3624661,
5,,31/12/23 14:40,01/01/24 09:48,0.19.7,$0.00,,,,,3624661,,12/31/2023 2:40 PM,1/1/2024 9:48 AM,,3624661,
5,,31/12/23 14:41,01/01/24 12:51,0.22.10,$0.00,,,,,3624663,,12/31/2023 2:41 PM,1/1/2024 12:51 PM,,3624663,
5,,31/12/23 14:58,01/01/24 10:40,0.19.42,$0.00,,,,,3624712,,12/31/2023 2:58 PM,1/1/2024 10:40 AM,,3624712,
5,,31/12/23 15:38,01/01/24 10:13,0.18.35,$64.00,,,,,3624808,,12/31/2023 3:38 PM,1/1/2024 10:13 AM,,3624808,
5,,31/12/23 15:49,01/01/24 10:14,0.18.25,$64.00,,,,,3624834,,12/31/2023 3:49 PM,1/1/2024 10:14 AM,,3624834,
5,,31/12/23 15:51,01/01/24 10:28,0.18.36,$0.00,,,,,3624844,,12/31/2023 3:51 PM,1/1/2024 10:28 AM,,3624844,
5,,31/12/23 17:22,01/01/24 10:40,0.17.18,$0.00,,,,,3625090,,12/31/2023 5:22 PM,1/1/2024 10:40 AM,,3625090,
5,,31/12/23 17:50,01/01/24 01:28,0.7.38,$0.00,,,,,3625158,,12/31/2023 5:50 PM,1/1/2024 1:28 AM,,3625158,
5,,31/12/23 18:30,01/01/24 02:00,0.7.29,$32.00,,,,,3625250,,12/31/2023 6:30 PM,1/1/2024 2:00 AM,,3625250,
5,,31/12/23 18:31,01/01/24 01:59,0.7.28,$32.00,,,,,3625254,,12/31/2023 6:31 PM,1/1/2024 1:59 AM,,3625254,
5,,31/12/23 19:03,01/01/24 01:10,0.6.6,$32.00,,,,,3625346,,12/31/2023 7:03 PM,1/1/2024 1:10 AM,,3625346,
5,,31/12/23 19:37,01/01/24 20:41,1.1.4,$0.00,,,,,3625421,,12/31/2023 7:37 PM,1/1/2024 8:41 PM,,3625421,
5,,31/12/23 19:38,01/01/24 05:02,0.9.24,$64.00,,,,,3625424,,12/31/2023 7:38 PM,1/1/2024 5:02 AM,,3625424,
5,,31/12/23 19:40,01/01/24 01:09,0.5.28,$32.00,,,,,3625429,,12/31/2023 7:40 PM,1/1/2024 1:09 AM,,3625429,
5,,31/12/23 20:16,01/01/24 12:28,0.16.12,$64.00,,,,,3625496,,12/31/2023 8:16 PM,1/1/2024 12:28 PM,,3625496,
5,,31/12/23 20:29,01/01/24 10:24,0.13.54,$0.00,,,,,3625513,,12/31/2023 8:29 PM,1/1/2024 10:24 AM,,3625513,
5,,31/12/23 20:57,01/01/24 00:49,0.3.51,$32.00,,,,,3625548,,12/31/2023 8:57 PM,1/1/2024 12:49 AM,,3625548,
5,,31/12/23 21:33,01/01/24 00:54,0.3.21,$32.00,,,,,3625570,,12/31/2023 9:33 PM,1/1/2024 12:54 AM,,3625570,
5,,31/12/23 21:35,01/01/24 00:48,0.3.12,$32.00,,,,,3625573,,12/31/2023 9:35 PM,1/1/2024 12:48 AM,,3625573,
5,,31/12/23 22:04,01/01/24 01:45,0.3.41,$32.00,,,,,3625595,,12/31/2023 10:04 PM,1/1/2024 1:45 AM,,3625595,
5,,31/12/23 22:11,01/01/24 01:04,0.2.53,$32.00,,,,,3625603,,12/31/2023 10:11 PM,1/1/2024 1:04 AM,,3625603,
5,,31/12/23 22:47,01/01/24 00:43,0.1.55,$32.00,,,,,3625633,,12/31/2023 10:47 PM,1/1/2024 12:43 AM,,3625633,
6,,30/12/23 19:06,01/01/24 10:05,1.14.59,$90.00,,,,,3623450,,12/30/2023 7:06 PM,1/1/2024 10:05 AM,,3623450,
6,,31/12/23 08:04,01/01/24 12:04,1.3.59,$60.00,,,,,3624041,,12/31/2023 8:04 AM,1/1/2024 12:04 PM,,3624041,
6,,31/12/23 09:49,01/01/24 02:30,0.16.40,$30.00,,,,,3624131,,12/31/2023 9:49 AM,1/1/2024 2:30 AM,,3624131,
6,,31/12/23 09:50,01/01/24 09:19,0.23.29,$60.00,,,,,3624134,,12/31/2023 9:50 AM,1/1/2024 9:19 AM,,3624134,
6,,31/12/23 09:51,01/01/24 09:18,0.23.27,$60.00,,,,,3624136,,12/31/2023 9:51 AM,1/1/2024 9:18 AM,,3624136,
6,,31/12/23 11:15,01/01/24 01:19,0.14.4,$30.00,,,,,3624254,,12/31/2023 11:15 AM,1/1/2024 1:19 AM,,3624254,
6,,31/12/23 12:33,01/01/24 01:24,0.12.50,$30.00,,,,,3624402,,12/31/2023 12:33 PM,1/1/2024 1:24 AM,,3624402,
6,,31/12/23 13:25,01/01/24 00:53,0.11.27,$30.00,,,,,3624489,,12/31/2023 1:25 PM,1/1/2024 12:53 AM,,3624489,
6,,31/12/23 13:50,01/01/24 01:20,0.11.30,$30.00,,,,,3624537,,12/31/2023 1:50 PM,1/1/2024 1:20 AM,,3624537,
6,,31/12/23 13:56,01/01/24 01:12,0.11.16,$30.00,,,,,3624560,,12/31/2023 1:56 PM,1/1/2024 1:12 AM,,3624560,
6,,31/12/23 14:42,01/01/24 12:28,0.21.46,$60.00,,,,,3624668,,12/31/2023 2:42 PM,1/1/2024 12:28 PM,,3624668,
6,,31/12/23 14:50,01/01/24 02:30,0.11.39,$30.00,,,,,3624691,,12/31/2023 2:50 PM,1/1/2024 2:30 AM,,3624691,
6,,31/12/23 14:55,01/01/24 01:48,0.10.52,$30.00,,,,,3624702,,12/31/2023 2:55 PM,1/1/2024 1:48 AM,,3624702,
6,,31/12/23 15:38,01/01/24 02:53,0.11.14,$30.00,,,,,3624809,,12/31/2023 3:38 PM,1/1/2024 2:53 AM,,3624809,
6,,31/12/23 16:29,01/01/24 00:43,0.8.13,$30.00,,,,,3624934,,12/31/2023 4:29 PM,1/1/2024 12:43 AM,,3624934,
6,,31/12/23 16:29,01/01/24 00:43,0.8.13,$30.00,,,,,3624934,,12/31/2023 4:29 PM,1/1/2024 12:43 AM,,3624934,
6,,31/12/23 16:30,01/01/24 02:31,0.10.1,$30.00,,,,,3624935,,12/31/2023 4:30 PM,1/1/2024 2:31 AM,,3624935,
6,,31/12/23 16:39,01/01/24 01:19,0.8.39,$30.00,,,,,3624966,,12/31/2023 4:39 PM,1/1/2024 1:19 AM,,3624966,
6,,31/12/23 17:00,01/01/24 00:47,0.7.47,$30.00,,,,,3625020,,12/31/2023 5:00 PM,1/1/2024 12:47 AM,,3625020,
6,,31/12/23 17:04,01/01/24 01:46,0.8.41,$30.00,,,,,3625035,,12/31/2023 5:04 PM,1/1/2024 1:46 AM,,3625035,
6,,31/12/23 17:18,01/01/24 01:59,0.8.41,$30.00,,,,,3625078,,12/31/2023 5:18 PM,1/1/2024 1:59 AM,,3625078,
6,,31/12/23 17:19,01/01/24 01:51,0.8.31,$30.00,,,,,3625081,,12/31/2023 5:19 PM,1/1/2024 1:51 AM,,3625081,
6,,31/12/23 17:32,01/01/24 01:25,0.7.52,$30.00,,,,,3625114,,12/31/2023 5:32 PM,1/1/2024 1:25 AM,,3625114,
6,,31/12/23 17:39,01/01/24 01:23,0.7.43,$30.00,,,,,3625132,,12/31/2023 5:39 PM,1/1/2024 1:23 AM,,3625132,
6,,31/12/23 17:44,01/01/24 01:19,0.7.35,$30.00,,,,,3625144,,12/31/2023 5:44 PM,1/1/2024 1:19 AM,,3625144,
6,,31/12/23 17:44,01/01/24 01:16,0.7.31,$30.00,,,,,3625146,,12/31/2023 5:44 PM,1/1/2024 1:16 AM,,3625146,
6,,31/12/23 17:53,01/01/24 01:22,0.7.28,$30.00,,,,,3625171,,12/31/2023 5:53 PM,1/1/2024 1:22 AM,,3625171,
6,,31/12/23 18:11,01/01/24 00:53,0.6.42,$30.00,,,,,3625202,,12/31/2023 6:11 PM,1/1/2024 12:53 AM,,3625202,
6,,31/12/23 18:18,01/01/24 00:48,0.6.29,$30.00,,,,,3625222,,12/31/2023 6:18 PM,1/1/2024 12:48 AM,,3625222,
6,,31/12/23 18:25,01/01/24 00:55,0.6.30,$30.00,,,,,3625241,,12/31/2023 6:25 PM,1/1/2024 12:55 AM,,3625241,
6,,31/12/23 18:32,01/01/24 00:54,0.6.21,$30.00,,,,,3625258,,12/31/2023 6:32 PM,1/1/2024 12:54 AM,,3625258,
6,,31/12/23 18:34,01/01/24 01:14,0.6.39,$30.00,,,,,3625270,,12/31/2023 6:34 PM,1/1/2024 1:14 AM,,3625270,
6,,31/12/23 18:35,01/01/24 00:44,0.6.9,$30.00,,,,,3625272,,12/31/2023 6:35 PM,1/1/2024 12:44 AM,,3625272,
6,,31/12/23 18:36,01/01/24 01:50,0.7.13,$30.00,,,,,3625277,,12/31/2023 6:36 PM,1/1/2024 1:50 AM,,3625277,
6,,31/12/23 18:46,01/01/24 01:02,0.6.16,$30.00,,,,,3625303,,12/31/2023 6:46 PM,1/1/2024 1:02 AM,,3625303,
6,,31/12/23 18:57,01/01/24 01:14,0.6.17,$30.00,,,,,3625331,,12/31/2023 6:57 PM,1/1/2024 1:14 AM,,3625331,
6,,31/12/23 18:58,01/01/24 01:29,0.6.30,$30.00,,,,,3625333,,12/31/2023 6:58 PM,1/1/2024 1:29 AM,,3625333,
6,,31/12/23 18:59,01/01/24 01:30,0.6.31,$30.00,,,,,3625334,,12/31/2023 6:59 PM,1/1/2024 1:30 AM,,3625334,
6,,31/12/23 19:06,01/01/24 01:18,0.6.11,$30.00,,,,,3625359,,12/31/2023 7:06 PM,1/1/2024 1:18 AM,,3625359,
6,,31/12/23 19:12,01/01/24 01:24,0.6.12,$30.00,,,,,3625368,,12/31/2023 7:12 PM,1/1/2024 1:24 AM,,3625368,
6,,31/12/23 19:12,01/01/24 01:22,0.6.10,$30.00,,,,,3625369,,12/31/2023 7:12 PM,1/1/2024 1:22 AM,,3625369,
6,,31/12/23 19:17,01/01/24 00:46,0.5.29,$30.00,,,,,3625376,,12/31/2023 7:17 PM,1/1/2024 12:46 AM,,3625376,
6,,31/12/23 19:25,01/01/24 00:59,0.5.34,$30.00,,,,,3625395,,12/31/2023 7:25 PM,1/1/2024 12:59 AM,,3625395,
6,,31/12/23 19:26,01/01/24 00:58,0.5.32,$30.00,,,,,3625396,,12/31/2023 7:26 PM,1/1/2024 12:58 AM,,3625396,
6,,31/12/23 19:29,01/01/24 01:43,0.6.13,$30.00,,,,,3625406,,12/31/2023 7:29 PM,1/1/2024 1:43 AM,,3625406,
6,,31/12/23 19:36,01/01/24 02:50,0.7.13,$30.00,,,,,3625419,,12/31/2023 7:36 PM,1/1/2024 2:50 AM,,3625419,
6,,31/12/23 19:37,01/01/24 01:07,0.5.30,$30.00,,,,,3625422,,12/31/2023 7:37 PM,1/1/2024 1:07 AM,,3625422,
6,,31/12/23 19:58,01/01/24 01:25,0.5.27,$30.00,,,,,3625464,,12/31/2023 7:58 PM,1/1/2024 1:25 AM,,3625464,
6,,31/12/23 20:31,01/01/24 02:01,0.5.30,$30.00,,,,,3625516,,12/31/2023 8:31 PM,1/1/2024 2:01 AM,,3625516,
6,,31/12/23 20:59,01/01/24 01:29,0.4.29,$30.00,,,,,3625551,,12/31/2023 8:59 PM,1/1/2024 1:29 AM,,3625551,
6,,01/01/24 09:25,01/01/24 13:09,0.3.44,$30.00,,,,,3626001,,1/1/2024 9:25 AM,1/1/2024 1:09 PM,,3626001,
6,,01/01/24 10:47,01/01/24 13:33,0.2.46,$30.00,,,,,3626084,,1/1/2024 10:47 AM,1/1/2024 1:33 PM,,3626084,
6,,01/01/24 10:53,01/01/24 13:47,0.2.54,$30.00,,,,,3626091,,1/1/2024 10:53 AM,1/1/2024 1:47 PM,,3626091,
6,,01/01/24 11:41,01/01/24 15:09,0.3.27,$30.00,,,,,3626156,,1/1/2024 11:41 AM,1/1/2024 3:09 PM,,3626156,
6,,01/01/24 11:56,01/01/24 15:59,0.4.3,$30.00,,,,,3626185,,1/1/2024 11:56 AM,1/1/2024 3:59 PM,,3626185,
6,,01/01/24 12:03,01/01/24 12:08,0.0.4,$0.00,,,,,3626202,,1/1/2024 12:03 PM,1/1/2024 12:08 PM,,3626202,
6,,01/01/24 12:26,01/01/24 17:32,0.5.6,$30.00,,,,,3626241,,1/1/2024 12:26 PM,1/1/2024 5:32 PM,,3626241,
6,,01/01/24 13:12,01/01/24 16:11,0.2.59,$30.00,,,,,3626365,,1/1/2024 1:12 PM,1/1/2024 4:11 PM,,3626365,
6,,01/01/24 13:12,01/01/24 20:16,0.7.3,$30.00,,,,,3626367,,1/1/2024 1:12 PM,1/1/2024 8:16 PM,,3626367,
6,,01/01/24 13:17,01/01/24 15:33,0.2.15,$30.00,,,,,3626374,,1/1/2024 1:17 PM,1/1/2024 3:33 PM,,3626374,
6,,01/01/24 13:20,01/01/24 16:15,0.2.54,$30.00,,,,,3626380,,1/1/2024 1:20 PM,1/1/2024 4:15 PM,,3626380,
6,,01/01/24 13:27,01/01/24 17:51,0.4.24,$30.00,,,,,3626393,,1/1/2024 1:27 PM,1/1/2024 5:51 PM,,3626393,
6,,01/01/24 15:05,01/01/24 15:19,0.0.13,$0.00,,,,,3626576,,1/1/2024 3:05 PM,1/1/2024 3:19 PM,,3626576,
6,,01/01/24 16:24,01/01/24 18:36,0.2.12,$30.00,,,,,3626750,,1/1/2024 4:24 PM,1/1/2024 6:36 PM,,3626750,
6,,01/01/24 17:44,01/01/24 18:53,0.1.8,$30.00,,,,,3626879,,1/1/2024 5:44 PM,1/1/2024 6:53 PM,,3626879,
6,,01/01/24 18:57,01/01/24 21:20,0.2.22,$30.00,,,,,3627000,,1/1/2024 6:57 PM,1/1/2024 9:20 PM,,3627000,
6,,01/01/24 19:02,01/01/24 20:28,0.1.25,$30.00,,,,,3627005,,1/1/2024 7:02 PM,1/1/2024 8:28 PM,,3627005,
6,,01/01/24 19:05,01/01/24 21:13,0.2.8,$30.00,,,,,3627011,,1/1/2024 7:05 PM,1/1/2024 9:13 PM,,3627011,
6,,01/01/24 19:52,01/01/24 22:06,0.2.13,$30.00,,,,,3627080,,1/1/2024 7:52 PM,1/1/2024 10:06 PM,,3627080,
